ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,pre_close,change,pct_chg,amplitude,turnover_rate,price_type,source,adj_factor
000425.SZ,徐工机械,工程机械,2019-03-28,3.146,3.086,3.166,3.076,535028.71,228538.282,3.176,-0.0900000000000003,-2.833753148614615,2.833753148614605,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-29,3.086,3.246,3.276,3.056,1309691.19,570310.424,3.086,0.16000000000000014,5.184705119896305,7.1289695398574136,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-01,3.306,3.356,3.436,3.296,1292814.96,580846.405,3.246,0.10999999999999988,3.3887861983980194,4.31300061614295,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-02,3.476,3.336,3.486,3.326,1082517.3,489553.935,3.356,-0.020000000000000018,-0.5959475566150174,4.767580452920147,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-03,3.346,3.416,3.426,3.306,1207350.16,547642.632,3.336,0.08000000000000007,2.3980815347721895,3.5971223021582768,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-04,3.446,3.566,3.586,3.436,1814630.54,849406.205,3.416,0.1499999999999999,4.391100702576112,4.39110070257611,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-08,3.736,3.676,3.756,3.556,2077316.25,998632.731,3.566,0.11000000000000032,3.084688726864848,5.608524957936056,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-09,3.676,3.716,3.746,3.606,1346117.97,652205.404,3.676,0.040000000000000036,1.088139281828071,3.808487486398262,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-10,3.666,3.946,4.026,3.646,2111484.35,1062629.586,3.716,0.22999999999999998,6.189451022604953,10.226049515608178,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-11,3.916,3.806,4.086,3.796,2659792.62,1358683.493,3.946,-0.14000000000000012,-3.547896604156109,7.349214394323377,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-12,3.776,3.966,3.976,3.776,1864466.89,940704.949,3.806,0.16000000000000014,4.203888596952177,5.25486074619023,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-15,4.126,3.786,4.206,3.766,2333927.17,1195859.925,3.966,-0.18000000000000016,-4.53857791225416,11.094301563287958,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-16,3.776,3.906,3.916,3.756,1334413.24,668754.566,3.786,0.1200000000000001,3.1695721077654504,4.226096143687273,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-17,3.936,3.916,3.966,3.876,977562.0,495288.612,3.906,0.009999999999999787,0.25601638504864077,2.304147465437796,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-18,3.896,3.866,4.086,3.816,1404697.38,713596.889,3.916,-0.04999999999999982,-1.2768130745658746,6.894790602655783,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-19,3.846,3.926,3.956,3.826,1149982.42,579885.178,3.866,0.06000000000000005,1.5519917227108104,3.3626487325400904,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-22,3.986,3.676,4.006,3.646,2262328.55,1114902.974,3.926,-0.25,-6.367804381049414,9.169638308711164,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-23,3.696,3.736,3.816,3.636,1375359.84,671771.566,3.676,0.06000000000000005,1.6322089227421177,4.896626768226326,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-24,3.726,3.756,3.796,3.676,885884.96,433422.7,3.736,0.019999999999999574,0.5353319057815664,3.2119914346894984,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-25,3.746,3.556,3.756,3.516,1211477.83,576845.235,3.756,-0.19999999999999973,-5.3248136315228844,6.38977635782747,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-26,3.546,3.366,3.556,3.356,1419564.25,648729.109,3.556,-0.18999999999999995,-5.343082114735653,5.624296962879645,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-29,3.376,3.406,3.476,3.326,1012571.01,462870.587,3.366,0.040000000000000036,1.1883541295306,4.4563279857397475,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-04-30,3.426,3.426,3.436,3.346,681818.97,310500.857,3.406,0.020000000000000018,0.5871990604815025,2.6423957721667604,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-05-06,3.246,3.036,3.326,3.006,1618641.75,694765.168,3.426,-0.3900000000000001,-11.383537653239928,9.340338587273797,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-05-07,3.106,3.266,3.276,3.066,1424112.53,619334.408,3.036,0.22999999999999998,7.575757575757569,6.916996047430829,,前复权,TuShare Pro daily + TuShare legacy qfq,
