ts_code,stock_name,industry,trade_date,open,close,high,low,pre_close,change,pct_chg,vol,amount,amplitude,turnover_rate,adj_factor,price_type,source,true_range,atr,entry_high,exit_low,entry_signal,channel_exit_signal,execution,exit_reason,fill_price,cash,shares,position,exposure,stop_price,transaction_cost,turnover,strategy_equity,strategy_return,market_return,benchmark_equity,drawdown,entry_window,exit_window,atr_window,stop_atr,risk_fraction
000001.SZ,平安银行,银行,2019-02-01,8.704155156537754,8.704155156537754,8.743012992058011,8.517637546040516,8.626439485497237,0.0777156710405169,0.900900900900914,1014270.07,1127216.186,2.612612612612604,,108.031,前复权,TuShare Pro: daily + adj_factor,0.2253754460174946,0.21166062154291496,8.704155156537754,7.973627848756905,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.009009009009009139,121871.59956474429,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-11,8.610896351289135,8.711926723641804,8.711926723641804,8.525409113144567,8.704155156537754,0.0077715671040508,0.0892857142857028,801936.63,889951.528,2.142857142857137,,108.031,前复权,TuShare Pro: daily + adj_factor,0.18651761049723703,0.21040347099063106,8.743012992058011,7.973627848756905,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.0008928571428570287,121980.41349292708,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-12,8.704155156537754,8.696383589433701,8.789642394682321,8.572038515768876,8.711926723641804,-0.0155431342081033,-0.1784121320249854,959936.9,1071873.084,2.497769848349708,,108.031,前复权,TuShare Pro: daily + adj_factor,0.21760387891344557,0.2107634913867718,8.743012992058011,7.973627848756905,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.001784121320249854,121762.78563656144,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-13,8.696383589433701,8.844043364410682,8.867358065722836,8.64198261970534,8.696383589433701,0.1476597749769812,1.6979445933869686,1137365.74,1280182.096,2.591599642537992,,108.031,前复权,TuShare Pro: daily + adj_factor,0.22537544601749637,0.21149408911830805,8.789642394682321,7.996942550069059,True,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.016979445933869686,123830.2502720348,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-14,8.781870827578269,8.743012992058011,8.805185528890423,8.696383589433701,8.844043364410682,-0.1010303723526711,-1.1423550087873546,869185.19,977818.097,1.230228471001757,,108.031,前复权,TuShare Pro: daily + adj_factor,0.14765977497698124,0.2083023734112417,8.867358065722836,8.059115086901471,False,False,BUY,,8.781870827578269,79217.7343228528,2364.132265277183,1,0.2069294486364933,8.358882649341652,20.76150417297422,0.20761504172974218,99887.37343311476,-0.001126265668852433,-0.011423550087873546,122415.6692056583,-0.001126265668852433,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-15,8.727469857849908,8.509865978936464,8.727469857849908,8.471008143416206,8.743012992058011,-0.2331470131215471,-2.6666666666666727,1100127.46,1213914.428,2.93333333333333,,108.031,前复权,TuShare Pro: daily + adj_factor,0.27200484864180474,0.21148749717276988,8.867358065722836,8.199003294774402,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.20252890854963018,8.358882649341652,0.0,0.0,99336.1830568411,-0.005518118630306601,-0.026666666666666727,119151.25136017406,-0.006638169431589014,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-18,8.58758164997698,8.828500230202577,8.828500230202577,8.579810082872926,8.509865978936464,0.3186342512661131,3.7442922374429033,1255522.21,1408279.68,2.92237442922375,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3186342512661131,0.21684483487743705,8.867358065722836,8.369977771063535,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.20853083624037347,8.358882649341652,0.0,0.0,100089.47657108176,0.007583274201401702,0.03744292237442903,123612.62241566915,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-19,8.828500230202577,8.758556126266113,9.03056097490792,8.735241424953959,8.828500230202577,-0.0699441039364643,-0.7922535211267623,1270882.04,1445281.382,3.3450704225352257,,108.031,前复权,TuShare Pro: daily + adj_factor,0.2953195499539607,0.22076857063126326,8.867358065722836,8.369977771063535,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.20722109184068183,8.358882649341652,0.0,0.0,99924.11945819965,-0.0016520928927495904,-0.007922535211267623,122633.29706202388,-0.0016520928927495904,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-20,8.805185528890423,8.867358065722836,8.960616870971455,8.743012992058011,8.758556126266113,0.1088019394567236,1.242236024844745,832629.87,949430.819,2.484472049689441,,108.031,前复权,TuShare Pro: daily + adj_factor,0.2176038789134438,0.2206103360453723,9.03056097490792,8.439921875,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.20925660376532235,8.358882649341652,0.0,0.0,100181.34163379403,0.002574175053921657,0.01242236024844745,124156.69205658321,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-21,8.844043364410682,8.828500230202577,8.976160005179558,8.766327693370165,8.867358065722836,-0.0388578355202593,-0.4382120946538337,754246.48,860591.07,2.366345311130595,,108.031,前复权,TuShare Pro: daily + adj_factor,0.209832311809393,0.22007143483357333,9.03056097490792,8.471008143416206,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.20853083624037347,8.358882649341652,0.0,0.0,100089.47657108176,-0.0009169877465613485,-0.004382120946538337,123612.62241566915,-0.0009169877465613485,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-22,8.820728663098526,8.968388438075506,8.99170313938766,8.665297321017494,8.828500230202577,0.1398882078729286,1.5845070422535246,1184047.79,1343020.336,3.697183098591549,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3264058183701657,0.22538815401040294,9.03056097490792,8.471008143416206,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2111373848799646,8.358882649341652,0.0,0.0,100420.19079684594,0.0033041857854987366,0.015845070422535246,125571.27312295968,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-25,9.092733511740333,9.753316715584717,9.82326081952118,8.99170313938766,8.968388438075506,0.7849282775092092,8.752166377816305,2824935.02,3415946.86,9.272097053726192,,108.031,前复权,TuShare Pro: daily + adj_factor,0.8548723814456736,0.25686236538216645,9.03056097490792,8.471008143416206,True,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22545036139694166,8.358882649341652,0.0,0.0,102275.86506363392,0.01847909521046498,0.08752166377816328,136561.47986942326,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-26,9.753316715584717,9.481311866942908,9.768859849792818,9.442454031422653,9.753316715584717,-0.2720048486418065,-2.788844621513964,2017544.93,2485673.356,3.3466135458167323,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3264058183701657,0.2603395380315664,9.82326081952118,8.471008143416206,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2205495979554133,8.358882649341652,0.0,0.0,101632.80962464798,-0.006287460278002421,-0.02788844621513975,132752.99238302495,-0.006287460278002421,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-27,9.512398135359115,9.636743209023942,9.83880395372928,9.442454031422653,9.481311866942908,0.1554313420810338,1.639344262295106,1979013.88,2454404.411,4.180327868852444,,108.031,前复权,TuShare Pro: daily + adj_factor,0.39634992230662824,0.2671400572453195,9.82326081952118,8.471008143416206,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2233576007245172,8.358882649341652,0.0,0.0,102000.26987549709,0.00361556717959699,0.01639344262295106,134929.27094668115,-0.002694625833429609,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-02-28,9.667829477440144,9.605656940607734,9.799946118209023,9.53571283667127,9.636743209023942,-0.0310862684162085,-0.3225806451613189,1113099.8,1383110.81,2.741935483870974,,108.031,前复权,TuShare Pro: daily + adj_factor,0.26423328153775394,0.26699471845994116,9.83880395372928,8.471008143416206,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22279761988935945,8.358882649341652,0.0,0.0,101926.77782532726,-0.0007205083894340492,-0.003225806451613189,134494.01523394987,-0.003413192722344305,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-01,9.698915745856354,9.916519624769798,9.9320627589779,9.481311866942908,9.605656940607734,0.3108626841620641,3.2362459546925626,1712679.16,2137669.556,4.69255663430421,,108.031,前复权,TuShare Pro: daily + adj_factor,0.45075089203499097,0.2761825271386936,9.83880395372928,8.471008143416206,True,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2283613498141506,8.358882649341652,0.0,0.0,102661.69832702546,0.007210278960820604,0.032362459546925626,138846.5723612622,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-04,9.869890222145488,10.095265668162984,10.398356785220995,9.807717685313074,9.916519624769798,0.1787460433931862,1.802507836990608,2456830.39,3195011.702,5.956112852664601,,108.031,前复权,TuShare Pro: daily + adj_factor,0.5906390999079214,0.29190535577715504,9.9320627589779,8.579810082872926,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.23152457236660162,8.358882649341652,0.0,0.0,103084.27761550192,0.00411623122705751,0.018025078369906078,141349.29270946677,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-05,10.03309313133057,10.149666637891343,10.32841268128453,9.97869216160221,10.095265668162984,0.0544009697283609,0.5388760585065544,1408422.22,1838251.656,3.4642032332563453,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3497205196823199,0.2947961139724133,10.398356785220995,8.665297321017494,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.23248215103662073,8.358882649341652,0.0,0.0,103212.8887032991,0.0012476304900432833,0.005388760585065322,142110.9902067464,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-06,10.149666637891343,10.165209772099448,10.21961074182781,9.97869216160221,10.149666637891343,0.0155431342081016,0.153139356814691,1245760.2,1614670.974,2.3736600306278834,,108.031,前复权,TuShare Pro: daily + adj_factor,0.24091858022559975,0.2921022372850726,10.398356785220995,8.665297321017494,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2327553067742204,8.358882649341652,0.0,0.0,103249.63472838403,0.0003560216708065056,0.0015313935681471325,142328.61806311202,0.0,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-07,10.149666637891343,9.900976490561694,10.149666637891343,9.753316715584717,10.165209772099448,-0.2642332815377521,-2.599388379204881,1782057.31,2274151.007,3.8990825688073416,,108.031,前复权,TuShare Pro: daily + adj_factor,0.4118930565147316,0.2980917782465556,10.398356785220995,8.665297321017494,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2280850558665267,8.358882649341652,0.0,0.0,102624.95230194056,-0.006050214396271736,-0.025993883792049033,138628.9445048966,-0.006050214396271736,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-08,9.706687312960405,9.559027537983424,9.869890222145488,9.520169702463168,9.900976490561694,-0.341948952578269,-3.4536891679748827,1778162.1,2214572.416,3.532182103610669,,108.031,前复权,TuShare Pro: daily + adj_factor,0.38080678809852664,0.30222752873915415,10.398356785220995,8.665297321017494,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2219561328905172,8.358882649341652,0.0,0.0,101816.53975007252,-0.007877348868231882,-0.03453689167974905,133841.13166485302,-0.013879903614976596,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-11,9.559027537983424,9.574570672191529,9.706687312960405,9.364738360382136,9.559027537983424,0.0155431342081033,0.1626016260162677,1157650.77,1416000.379,3.5772357723577257,,108.031,前复权,TuShare Pro: daily + adj_factor,0.34194895257826907,0.30421359993110986,10.398356785220995,8.99170313938766,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2222368309479277,8.358882649341652,0.0,0.0,101853.28577515745,0.000360904281123009,0.0016260162601628991,134058.7595212187,-0.01352400865048986,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-12,9.706687312960405,9.605656940607734,9.82326081952118,9.512398135359115,9.574570672191529,0.0310862684162049,0.3246753246753053,1411794.92,1757797.25,3.246753246753262,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3108626841620641,0.30454605414265756,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22279761988935945,8.358882649341652,0.0,0.0,101926.77782532726,0.0007215481524283085,0.0032467532467530535,134494.01523394987,-0.012812218721516833,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-13,9.590113806399632,9.613428507711786,9.753316715584717,9.42691089721455,9.605656940607734,0.0077715671040525,0.0809061488673323,1269427.16,1568387.543,3.3980582524271843,,108.031,前复权,TuShare Pro: daily + adj_factor,0.32640581837016747,0.30563904235403305,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2229376907898431,8.358882649341652,0.0,0.0,101945.15083786972,0.00018025697402057617,0.0008090614886733238,134602.82916213272,-0.012634271239273409,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-14,9.58234223929558,9.660057910336096,9.807717685313074,9.53571283667127,9.613428507711786,0.0466294026243101,0.4850444624090677,1057467.9,1316372.926,2.8294260307194823,,108.031,前复权,TuShare Pro: daily + adj_factor,0.27200484864180474,0.3039573326684216,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.2237770570813502,8.358882649341652,0.0,0.0,102055.38891312445,0.0010813469237986872,0.004850444624090677,135255.71273122955,-0.011566586345813756,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-15,9.590113806399632,9.714458880064456,9.854347087937384,9.590113806399632,9.660057910336096,0.0544009697283591,0.5631536604987719,1045406.03,1311323.009,2.7353177795655563,,108.031,前复权,TuShare Pro: daily + adj_factor,0.26423328153775216,0.30197113011188814,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22475402878984663,8.358882649341652,0.0,0.0,102184.00000092163,0.001260208688310005,0.005631536604987719,136017.41022850916,-0.010320953970110791,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-18,9.73777358137661,10.03309313133057,10.056407832642725,9.574570672191529,9.714458880064456,0.3186342512661149,3.280000000000016,1486454.8,1882483.633,4.959999999999989,,108.031,前复权,TuShare Pro: daily + adj_factor,0.48183716045119596,0.3109644316288535,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.23042726675940514,8.358882649341652,0.0,0.0,102937.29351516228,0.00737193214430687,0.03280000000000016,140478.7812840043,-0.003025107198135979,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-19,10.04086469843462,9.939834326081952,10.056407832642725,9.799946118209023,10.03309313133057,-0.0932588052486185,-0.929512006196742,957196.46,1221118.294,2.5561580170410507,,108.031,前复权,TuShare Pro: daily + adj_factor,0.25646171443370136,0.3082392957690959,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22877542007923027,8.358882649341652,0.0,0.0,102716.81736465283,-0.00214184911007953,-0.009295120061967421,139173.01414581062,-0.0051604769850553955,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-20,9.854347087937384,9.908748057665743,10.009778430018416,9.807717685313074,9.939834326081952,-0.0310862684162067,-0.3127443315089961,929996.38,1185477.058,2.0328381548084598,,108.031,前复权,TuShare Pro: daily + adj_factor,0.2020607447053422,0.30293036821590824,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22822322756845487,8.358882649341652,0.0,0.0,102643.32531448301,-0.0007154821581837334,-0.0031274433150901837,138737.75843307935,-0.005872266914028534,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-21,9.924291191873849,9.862118655041437,9.947605893186005,9.776631416896867,9.908748057665743,-0.0466294026243101,-0.4705882352941226,860140.8,1092506.482,1.7254901960784237,,108.031,前复权,TuShare Pro: daily + adj_factor,0.1709744762891372,0.2963325736195697,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22739345458287558,8.358882649341652,0.0,0.0,102533.08723922828,-0.0010739916591456788,-0.004705882352940893,138084.87486398255,-0.006939951807488298,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-22,9.862118655041437,9.78440298400092,9.900976490561694,9.714458880064456,9.862118655041437,-0.0777156710405151,-0.7880220646177993,713502.06,898629.416,1.891252955082755,,108.031,前复权,TuShare Pro: daily + adj_factor,0.1865176104972388,0.29084182546345316,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.22600652747853156,8.358882649341652,0.0,0.0,102349.35711380372,-0.0017919105956097914,-0.007880220646178215,136996.73558215445,-0.008719426629921201,20,10,20,2.0,0.01
000001.SZ,平安银行,银行,2019-03-25,9.636743209023942,9.411367763006444,9.636743209023942,9.403596195902391,9.78440298400092,-0.3730352209944758,-3.8125496425734817,1179883.26,1445560.16,2.38284352660844,,108.031,前复权,TuShare Pro: daily + adj_factor,0.3808067880985284,0.2953400735952069,10.398356785220995,9.364738360382136,False,False,HOLD,,,79217.7343228528,2364.132265277183,1,0.21927936139259102,8.358882649341652,0.0,0.0,101467.45251176588,-0.00861661105557554,-0.03812549642573482,131773.6670293797,-0.017260905777598978,20,10,20,2.0,0.01
